Day,Time,State,Airport,Temperature,Humidity,Wind Speed,Wind Direction,Station Pressure,Sea Level Pressure
14.0,1454.0,"Vermont","BTV",19.0,74.0,8.0,320.0,29.74,201.0
14.0,1554.0,"Vermont","BTV",18.0,77.0,5.0,10.0,29.76,211.0
14.0,1654.0,"Vermont","BTV",19.0,62.0,10.0,340.0,29.78,217.0
14.0,1754.0,"Vermont","BTV",18.0,65.0,7.0,350.0,29.81,225.0
14.0,1854.0,"Vermont","BTV",18.0,68.0,9.0,310.0,29.83,234.0
14.0,1954.0,"Vermont","BTV",18.0,65.0,10.0,320.0,29.85,239.0
14.0,2054.0,"Vermont","BTV",17.0,68.0,7.0,320.0,29.85,241.0
14.0,2154.0,"Vermont","BTV",15.0,77.0,8.0,20.0,29.87,247.0
14.0,2254.0,"Vermont","BTV",16.0,71.0,9.0,10.0,29.89,252.0
14.0,2354.0,"Vermont","BTV",14.0,73.0,8.0,10.0,29.89,255.0
15.0,54.0,"Vermont","BTV",13.0,74.0,7.0,20.0,29.9,257.0
15.0,154.0,"Vermont","BTV",13.0,74.0,6.0,20.0,29.91,263.0
15.0,254.0,"Vermont","BTV",12.0,70.0,5.0,40.0,29.93,271.0
15.0,354.0,"Vermont","BTV",12.0,77.0,7.0,30.0,29.94,273.0
15.0,454.0,"Vermont","BTV",10.0,84.0,4.0,50.0,29.95,276.0
15.0,554.0,"Vermont","BTV",10.0,80.0,4.0,60.0,29.97,285.0
15.0,654.0,"Vermont","BTV",9.0,80.0,4.0,80.0,30.0,293.0
15.0,754.0,"Vermont","BTV",9.0,84.0,0.0,0.0,30.02,301.0
15.0,854.0,"Vermont","BTV",9.0,77.0,7.0,50.0,30.02,304.0
15.0,954.0,"Vermont","BTV",10.0,76.0,6.0,60.0,30.04,308.0
15.0,1054.0,"Vermont","BTV",13.0,70.0,0.0,0.0,30.02,303.0
15.0,1154.0,"Vermont","BTV",14.0,67.0,0.0,0.0,30.0,295.0
15.0,1254.0,"Vermont","BTV",16.0,62.0,0.0,0.0,29.99,290.0
15.0,1354.0,"Vermont","BTV",16.0,62.0,4.0,170.0,29.98,287.0
15.0,1454.0,"Vermont","BTV",16.0,62.0,0.0,0.0,29.99,290.0
15.0,1554.0,"Vermont","BTV",15.0,64.0,0.0,0.0,29.99,292.0
15.0,1654.0,"Vermont","BTV",15.0,67.0,0.0,0.0,30.0,296.0
15.0,1754.0,"Vermont","BTV",14.0,71.0,5.0,140.0,30.0,295.0
15.0,1854.0,"Vermont","BTV",14.0,71.0,0.0,0.0,30.0,296.0
15.0,1954.0,"Vermont","BTV",13.0,77.0,3.0,130.0,29.98,287.0
15.0,2054.0,"Vermont","BTV",14.0,77.0,4.0,140.0,29.96,281.0
15.0,2154.0,"Vermont","BTV",17.0,70.0,0.0,0.0,29.94,275.0
15.0,2254.0,"Vermont","BTV",19.0,65.0,8.0,190.0,29.92,267.0
15.0,2354.0,"Vermont","BTV",19.0,65.0,5.0,190.0,29.91,263.0
16.0,54.0,"Vermont","BTV",17.0,74.0,0.0,0.0,29.9,259.0
16.0,154.0,"Vermont","BTV",13.0,88.0,0.0,0.0,29.9,260.0
16.0,254.0,"Vermont","BTV",12.0,84.0,0.0,0.0,29.9,261.0
16.0,354.0,"Vermont","BTV",11.0,88.0,3.0,80.0,29.9,257.0
16.0,454.0,"Vermont","BTV",11.0,84.0,3.0,50.0,29.89,255.0
16.0,554.0,"Vermont","BTV",11.0,84.0,0.0,0.0,29.88,251.0
16.0,654.0,"Vermont","BTV",22.0,75.0,9.0,200.0,29.88,249.0
16.0,754.0,"Vermont","BTV",22.0,71.0,13.0,190.0,29.86,244.0
16.0,854.0,"Vermont","BTV",23.0,68.0,16.0,200.0,29.85,240.0
16.0,954.0,"Vermont","BTV",25.0,66.0,12.0,190.0,29.83,233.0
16.0,1054.0,"Vermont","BTV",27.0,63.0,15.0,190.0,29.79,219.0
16.0,1154.0,"Vermont","BTV",29.0,58.0,20.0,200.0,29.76,207.0
16.0,1254.0,"Vermont","BTV",31.0,54.0,13.0,200.0,29.73,197.0
16.0,1354.0,"Vermont","BTV",32.0,54.0,15.0,190.0,29.7,188.0
16.0,1454.0,"Vermont","BTV",33.0,49.0,15.0,190.0,29.68,181.0
16.0,1554.0,"Vermont","BTV",33.0,52.0,13.0,190.0,29.67,178.0
16.0,1654.0,"Vermont","BTV",33.0,49.0,15.0,190.0,29.66,174.0
16.0,1754.0,"Vermont","BTV",33.0,49.0,16.0,190.0,29.64,168.0
16.0,1854.0,"Vermont","BTV",33.0,49.0,15.0,180.0,29.62,162.0
16.0,1954.0,"Vermont","BTV",33.0,52.0,13.0,180.0,29.61,156.0
16.0,2054.0,"Vermont","BTV",34.0,52.0,16.0,190.0,29.58,146.0
16.0,2154.0,"Vermont","BTV",34.0,50.0,17.0,190.0,29.56,140.0
16.0,2254.0,"Vermont","BTV",34.0,50.0,12.0,190.0,29.54,134.0
16.0,2354.0,"Vermont","BTV",35.0,48.0,16.0,190.0,29.52,127.0
17.0,54.0,"Vermont","BTV",34.0,52.0,15.0,190.0,29.5,119.0
17.0,154.0,"Vermont","BTV",34.0,61.0,17.0,190.0,29.49,114.0
17.0,254.0,"Vermont","BTV",34.0,70.0,14.0,180.0,29.49,115.0
17.0,354.0,"Vermont","BTV",34.0,70.0,16.0,190.0,29.46,105.0
17.0,454.0,"Vermont","BTV",33.0,75.0,20.0,190.0,29.45,103.0
17.0,554.0,"Vermont","BTV",33.0,75.0,15.0,190.0,29.45,101.0
17.0,654.0,"Vermont","BTV",33.0,75.0,13.0,200.0,29.48,110.0
17.0,754.0,"Vermont","BTV",34.0,59.0,13.0,240.0,29.51,123.0
17.0,854.0,"Vermont","BTV",30.0,61.0,16.0,310.0,29.6,152.0
17.0,954.0,"Vermont","BTV",28.0,53.0,16.0,300.0,29.66,173.0
17.0,1054.0,"Vermont","BTV",26.0,57.0,15.0,300.0,29.69,184.0
17.0,1154.0,"Vermont","BTV",26.0,53.0,15.0,290.0,29.71,190.0
17.0,1254.0,"Vermont","BTV",26.0,48.0,14.0,300.0,29.74,200.0
17.0,1354.0,"Vermont","BTV",25.0,48.0,14.0,310.0,29.77,209.0
17.0,1454.0,"Vermont","BTV",24.0,48.0,12.0,300.0,29.81,226.0
17.0,1554.0,"Vermont","BTV",22.0,48.0,14.0,310.0,29.84,235.0
17.0,1654.0,"Vermont","BTV",19.0,59.0,9.0,330.0,29.87,243.0
17.0,1754.0,"Vermont","BTV",15.0,67.0,6.0,70.0,29.89,253.0
17.0,1854.0,"Vermont","BTV",14.0,67.0,6.0,50.0,29.9,261.0
17.0,1954.0,"Vermont","BTV",13.0,70.0,7.0,60.0,29.93,269.0
17.0,2054.0,"Vermont","BTV",12.0,70.0,7.0,60.0,29.94,273.0
17.0,2154.0,"Vermont","BTV",11.0,73.0,7.0,60.0,29.93,272.0
17.0,2254.0,"Vermont","BTV",10.0,76.0,3.0,110.0,29.94,275.0
17.0,2354.0,"Vermont","BTV",10.0,73.0,5.0,80.0,29.93,270.0
18.0,54.0,"Vermont","BTV",10.0,76.0,0.0,0.0,29.92,266.0
18.0,154.0,"Vermont","BTV",8.0,83.0,3.0,90.0,29.92,266.0
18.0,254.0,"Vermont","BTV",7.0,84.0,0.0,0.0,29.91,263.0
18.0,354.0,"Vermont","BTV",5.0,83.0,4.0,90.0,29.89,255.0
18.0,454.0,"Vermont","BTV",7.0,84.0,4.0,110.0,29.87,246.0
18.0,554.0,"Vermont","BTV",7.0,84.0,4.0,120.0,29.85,241.0
18.0,654.0,"Vermont","BTV",8.0,76.0,5.0,150.0,29.84,239.0
18.0,754.0,"Vermont","BTV",10.0,73.0,6.0,170.0,29.82,232.0
18.0,854.0,"Vermont","BTV",14.0,73.0,5.0,180.0,29.81,229.0
18.0,954.0,"Vermont","BTV",19.0,68.0,12.0,180.0,29.81,227.0
18.0,1054.0,"Vermont","BTV",23.0,57.0,14.0,180.0,29.78,217.0
18.0,1154.0,"Vermont","BTV",26.0,53.0,17.0,170.0,29.72,198.0
18.0,1254.0,"Vermont","BTV",27.0,53.0,18.0,190.0,29.7,189.0
18.0,1354.0,"Vermont","BTV",28.0,51.0,11.0,200.0,29.67,179.0
18.0,1454.0,"Vermont","BTV",29.0,56.0,13.0,180.0,29.66,175.0
18.0,1554.0,"Vermont","BTV",28.0,56.0,9.0,210.0,29.65,172.0
18.0,1654.0,"Vermont","BTV",27.0,58.0,5.0,170.0,29.64,170.0
18.0,1754.0,"Vermont","BTV",26.0,63.0,8.0,150.0,29.62,161.0
18.0,1854.0,"Vermont","BTV",26.0,63.0,8.0,170.0,29.6,154.0
18.0,1954.0,"Vermont","BTV",26.0,63.0,9.0,160.0,29.57,147.0
18.0,2054.0,"Vermont","BTV",26.0,66.0,6.0,190.0,29.56,142.0
18.0,2154.0,"Vermont","BTV",27.0,66.0,7.0,180.0,29.53,131.0
18.0,2254.0,"Vermont","BTV",30.0,69.0,11.0,190.0,29.51,124.0
18.0,2354.0,"Vermont","BTV",32.0,69.0,11.0,180.0,29.47,108.0
19.0,54.0,"Vermont","BTV",32.0,69.0,12.0,180.0,29.44,100.0
19.0,154.0,"Vermont","BTV",33.0,70.0,5.0,190.0,29.43,97.0
19.0,254.0,"Vermont","BTV",33.0,72.0,9.0,190.0,29.41,89.0
19.0,354.0,"Vermont","BTV",32.0,75.0,11.0,190.0,29.37,75.0
19.0,454.0,"Vermont","BTV",33.0,72.0,12.0,190.0,29.37,74.0
19.0,554.0,"Vermont","BTV",33.0,75.0,9.0,190.0,29.35,69.0
19.0,654.0,"Vermont","BTV",34.0,73.0,9.0,170.0,29.33,61.0
19.0,754.0,"Vermont","BTV",35.0,72.0,13.0,180.0,29.32,57.0
19.0,854.0,"Vermont","BTV",36.0,73.0,16.0,180.0,29.31,54.0
19.0,954.0,"Vermont","BTV",35.0,76.0,17.0,190.0,29.31,55.0
19.0,1054.0,"Vermont","BTV",35.0,78.0,13.0,190.0,29.29,47.0
19.0,1154.0,"Vermont","BTV",36.0,76.0,14.0,180.0,29.26,38.0
19.0,1254.0,"Vermont","BTV",36.0,76.0,12.0,190.0,29.25,34.0
19.0,1354.0,"Vermont","BTV",36.0,76.0,11.0,190.0,29.24,30.0
19.0,1454.0,"Vermont","BTV",36.0,76.0,7.0,190.0,29.24,30.0
19.0,1554.0,"Vermont","BTV",36.0,76.0,4.0,280.0,29.26,35.0
19.0,1654.0,"Vermont","BTV",19.0,85.0,14.0,10.0,29.33,61.0
19.0,1754.0,"Vermont","BTV",15.0,80.0,10.0,10.0,29.38,79.0
19.0,1854.0,"Vermont","BTV",12.0,80.0,15.0,10.0,29.42,93.0
19.0,1954.0,"Vermont","BTV",9.0,77.0,13.0,10.0,29.45,104.0
19.0,2054.0,"Vermont","BTV",6.0,76.0,17.0,30.0,29.49,118.0
19.0,2154.0,"Vermont","BTV",5.0,76.0,12.0,30.0,29.51,126.0
19.0,2254.0,"Vermont","BTV",3.0,76.0,12.0,40.0,29.51,125.0
19.0,2354.0,"Vermont","BTV",2.0,72.0,11.0,30.0,29.51,125.0
20.0,54.0,"Vermont","BTV",1.0,72.0,13.0,30.0,29.51,123.0
20.0,154.0,"Vermont","BTV",0.0,72.0,11.0,20.0,29.52,128.0
20.0,254.0,"Vermont","BTV",-1.0,75.0,8.0,40.0,29.55,138.0
20.0,354.0,"Vermont","BTV",-2.0,79.0,11.0,30.0,29.53,133.0
20.0,454.0,"Vermont","BTV",-3.0,79.0,10.0,20.0,29.55,138.0
20.0,554.0,"Vermont","BTV",-5.0,75.0,11.0,30.0,29.57,147.0
20.0,654.0,"Vermont","BTV",-6.0,71.0,11.0,40.0,29.59,153.0
20.0,754.0,"Vermont","BTV",-8.0,74.0,11.0,30.0,29.62,163.0
20.0,854.0,"Vermont","BTV",-9.0,78.0,10.0,20.0,29.62,164.0
20.0,954.0,"Vermont","BTV",-9.0,75.0,10.0,30.0,29.63,167.0
20.0,1054.0,"Vermont","BTV",-8.0,67.0,12.0,30.0,29.62,167.0
20.0,1154.0,"Vermont","BTV",-9.0,67.0,10.0,20.0,29.61,161.0
20.0,1254.0,"Vermont","BTV",-7.0,61.0,10.0,10.0,29.6,158.0
20.0,1354.0,"Vermont","BTV",-7.0,58.0,10.0,20.0,29.6,159.0
20.0,1454.0,"Vermont","BTV",-7.0,58.0,10.0,10.0,29.61,164.0
20.0,1554.0,"Vermont","BTV",-8.0,64.0,11.0,30.0,29.63,171.0
20.0,1654.0,"Vermont","BTV",-10.0,64.0,8.0,60.0,29.67,182.0
20.0,1754.0,"Vermont","BTV",-10.0,64.0,8.0,60.0,29.7,193.0
20.0,1854.0,"Vermont","BTV",-10.0,67.0,6.0,70.0,29.73,204.0
20.0,1954.0,"Vermont","BTV",-10.0,70.0,10.0,80.0,29.73,205.0
20.0,2054.0,"Vermont","BTV",-11.0,74.0,6.0,90.0,29.74,208.0
20.0,2154.0,"Vermont","BTV",-10.0,74.0,6.0,90.0,29.74,209.0
20.0,2254.0,"Vermont","BTV",-9.0,67.0,8.0,60.0,29.74,207.0
20.0,2354.0,"Vermont","BTV",-9.0,71.0,7.0,90.0,29.74,207.0
21.0,54.0,"Vermont","BTV",-9.0,67.0,6.0,70.0,29.73,204.0
21.0,154.0,"Vermont","BTV",-9.0,71.0,4.0,90.0,29.75,210.0
21.0,254.0,"Vermont","BTV",-7.0,71.0,0.0,0.0,29.77,218.0
21.0,354.0,"Vermont","BTV",-9.0,82.0,0.0,0.0,29.77,218.0
21.0,454.0,"Vermont","BTV",-9.0,82.0,5.0,100.0,29.76,213.0
21.0,554.0,"Vermont","BTV",-7.0,75.0,4.0,150.0,29.74,209.0
21.0,654.0,"Vermont","BTV",-6.0,78.0,4.0,140.0,29.71,197.0
21.0,754.0,"Vermont","BTV",-3.0,68.0,7.0,170.0,29.7,193.0
21.0,854.0,"Vermont","BTV",0.0,65.0,11.0,170.0,29.67,184.0
21.0,954.0,"Vermont","BTV",0.0,65.0,4.0,110.0,29.61,162.0
21.0,1054.0,"Vermont","BTV",6.0,52.0,9.0,180.0,29.59,156.0
21.0,1154.0,"Vermont","BTV",8.0,52.0,11.0,190.0,29.56,143.0
21.0,1254.0,"Vermont","BTV",12.0,48.0,16.0,190.0,29.52,132.0
21.0,1354.0,"Vermont","BTV",14.0,51.0,10.0,190.0,29.53,132.0
21.0,1454.0,"Vermont","BTV",17.0,47.0,10.0,210.0,29.55,141.0
21.0,1554.0,"Vermont","BTV",17.0,51.0,8.0,200.0,29.58,151.0
21.0,1654.0,"Vermont","BTV",16.0,56.0,10.0,190.0,29.61,160.0
21.0,1754.0,"Vermont","BTV",16.0,56.0,10.0,200.0,29.64,170.0
21.0,1854.0,"Vermont","BTV",17.0,56.0,10.0,200.0,29.65,175.0
21.0,1954.0,"Vermont","BTV",20.0,55.0,15.0,200.0,29.67,180.0
21.0,2054.0,"Vermont","BTV",22.0,55.0,11.0,200.0,29.68,184.0
21.0,2154.0,"Vermont","BTV",24.0,55.0,12.0,200.0,29.69,186.0
21.0,2254.0,"Vermont","BTV",25.0,55.0,8.0,200.0,29.71,191.0
21.0,2354.0,"Vermont","BTV",24.0,60.0,12.0,200.0,29.71,194.0
22.0,54.0,"Vermont","BTV",25.0,58.0,12.0,200.0,29.73,199.0
22.0,154.0,"Vermont","BTV",26.0,57.0,15.0,200.0,29.74,204.0
22.0,254.0,"Vermont","BTV",26.0,60.0,10.0,190.0,29.76,207.0
22.0,354.0,"Vermont","BTV",26.0,60.0,11.0,200.0,29.76,208.0
22.0,454.0,"Vermont","BTV",26.0,60.0,10.0,200.0,29.76,208.0
22.0,554.0,"Vermont","BTV",26.0,63.0,11.0,190.0,29.78,214.0
22.0,654.0,"Vermont","BTV",27.0,63.0,12.0,200.0,29.8,223.0
22.0,754.0,"Vermont","BTV",27.0,63.0,12.0,180.0,29.81,227.0
22.0,854.0,"Vermont","BTV",28.0,66.0,12.0,190.0,29.83,232.0
22.0,954.0,"Vermont","BTV",31.0,64.0,10.0,190.0,29.83,233.0
22.0,1054.0,"Vermont","BTV",33.0,61.0,6.0,"VRB",29.82,229.0
22.0,1154.0,"Vermont","BTV",34.0,67.0,12.0,180.0,29.8,221.0
22.0,1254.0,"Vermont","BTV",35.0,64.0,11.0,180.0,29.78,216.0
22.0,1354.0,"Vermont","BTV",35.0,70.0,12.0,190.0,29.79,219.0
22.0,1454.0,"Vermont","BTV",34.0,73.0,13.0,190.0,29.81,226.0
22.0,1554.0,"Vermont","BTV",36.0,73.0,5.0,180.0,29.81,224.0
22.0,1654.0,"Vermont","BTV",37.0,76.0,8.0,170.0,29.8,220.0
22.0,1754.0,"Vermont","BTV",36.0,79.0,6.0,220.0,29.82,227.0
22.0,1854.0,"Vermont","BTV",35.0,76.0,8.0,170.0,29.83,230.0
22.0,1954.0,"Vermont","BTV",38.0,65.0,7.0,170.0,29.82,228.0
22.0,2054.0,"Vermont","BTV",38.0,68.0,4.0,200.0,29.83,230.0
22.0,2154.0,"Vermont","BTV",39.0,65.0,6.0,180.0,29.83,231.0
22.0,2254.0,"Vermont","BTV",38.0,68.0,4.0,190.0,29.84,234.0
22.0,2354.0,"Vermont","BTV",35.0,76.0,3.0,310.0,29.84,234.0
23.0,54.0,"Vermont","BTV",34.0,82.0,0.0,0.0,29.82,228.0
23.0,154.0,"Vermont","BTV",33.0,82.0,0.0,0.0,29.83,231.0
23.0,254.0,"Vermont","BTV",30.0,88.0,0.0,0.0,29.82,227.0
23.0,354.0,"Vermont","BTV",31.0,89.0,0.0,0.0,29.8,219.0
23.0,454.0,"Vermont","BTV",32.0,92.0,0.0,0.0,29.76,207.0
23.0,554.0,"Vermont","BTV",34.0,89.0,3.0,170.0,29.73,198.0
23.0,654.0,"Vermont","BTV",35.0,85.0,3.0,170.0,29.7,188.0
23.0,754.0,"Vermont","BTV",36.0,93.0,4.0,120.0,29.67,176.0
23.0,854.0,"Vermont","BTV",37.0,93.0,5.0,130.0,29.64,165.0
23.0,954.0,"Vermont","BTV",39.0,89.0,3.0,130.0,29.57,143.0
23.0,1054.0,"Vermont","BTV",39.0,93.0,0.0,0.0,29.51,120.0
23.0,1154.0,"Vermont","BTV",44.0,85.0,3.0,210.0,29.41,88.0
23.0,1254.0,"Vermont","BTV",55.0,69.0,13.0,160.0,29.33,58.0
23.0,1354.0,"Vermont","BTV",51.0,83.0,12.0,140.0,29.28,42.0
23.0,1454.0,"Vermont","BTV",51.0,86.0,12.0,140.0,29.21,20.0
23.0,1554.0,"Vermont","BTV",52.0,86.0,9.0,150.0,29.17,5.0
23.0,1654.0,"Vermont","BTV",57.0,78.0,13.0,170.0,29.1,982.0
23.0,1754.0,"Vermont","BTV",51.0,96.0,11.0,240.0,29.17,4.0
23.0,1854.0,"Vermont","BTV",49.0,93.0,15.0,160.0,29.2,17.0
23.0,1954.0,"Vermont","BTV",46.0,93.0,15.0,280.0,29.26,35.0
23.0,2054.0,"Vermont","BTV",41.0,67.0,9.0,250.0,29.31,54.0
23.0,2154.0,"Vermont","BTV",39.0,57.0,10.0,250.0,29.42,91.0
23.0,2254.0,"Vermont","BTV",36.0,57.0,7.0,230.0,29.49,114.0
23.0,2354.0,"Vermont","BTV",34.0,52.0,9.0,270.0,29.53,128.0
24.0,54.0,"Vermont","BTV",31.0,56.0,12.0,300.0,29.57,142.0
24.0,154.0,"Vermont","BTV",28.0,58.0,14.0,310.0,29.62,159.0
24.0,254.0,"Vermont","BTV",27.0,53.0,8.0,280.0,29.66,170.0
24.0,354.0,"Vermont","BTV",25.0,55.0,12.0,320.0,29.68,178.0
24.0,454.0,"Vermont","BTV",23.0,57.0,9.0,310.0,29.7,185.0
24.0,554.0,"Vermont","BTV",23.0,55.0,12.0,290.0,29.73,198.0
24.0,654.0,"Vermont","BTV",23.0,55.0,9.0,290.0,29.75,203.0
24.0,754.0,"Vermont","BTV",23.0,53.0,13.0,290.0,29.76,208.0
24.0,854.0,"Vermont","BTV",22.0,52.0,12.0,300.0,29.79,217.0
24.0,954.0,"Vermont","BTV",21.0,52.0,12.0,300.0,29.81,223.0
24.0,1054.0,"Vermont","BTV",22.0,50.0,12.0,300.0,29.8,220.0
24.0,1154.0,"Vermont","BTV",24.0,48.0,11.0,330.0,29.78,214.0
24.0,1254.0,"Vermont","BTV",23.0,50.0,11.0,320.0,29.78,214.0
24.0,1354.0,"Vermont","BTV",23.0,50.0,12.0,320.0,29.77,212.0
24.0,1454.0,"Vermont","BTV",22.0,57.0,9.0,340.0,29.77,213.0
24.0,1554.0,"Vermont","BTV",21.0,57.0,4.0,"VRB",29.78,215.0
24.0,1654.0,"Vermont","BTV",19.0,62.0,3.0,80.0,29.79,220.0
24.0,1754.0,"Vermont","BTV",18.0,65.0,4.0,50.0,29.79,217.0
24.0,1854.0,"Vermont","BTV",17.0,70.0,4.0,60.0,29.78,215.0
24.0,1954.0,"Vermont","BTV",17.0,70.0,3.0,90.0,29.78,216.0
24.0,2054.0,"Vermont","BTV",15.0,80.0,0.0,0.0,29.77,213.0
24.0,2154.0,"Vermont","BTV",16.0,77.0,0.0,0.0,29.76,211.0
24.0,2254.0,"Vermont","BTV",15.0,84.0,0.0,0.0,29.76,209.0
24.0,2354.0,"Vermont","BTV",15.0,80.0,0.0,0.0,29.75,206.0
25.0,54.0,"Vermont","BTV",14.0,88.0,3.0,120.0,29.74,204.0
25.0,154.0,"Vermont","BTV",16.0,80.0,0.0,0.0,29.74,204.0
25.0,254.0,"Vermont","BTV",17.0,80.0,5.0,170.0,29.76,209.0
25.0,354.0,"Vermont","BTV",18.0,84.0,8.0,330.0,29.78,216.0
25.0,454.0,"Vermont","BTV",17.0,88.0,3.0,20.0,29.8,223.0
25.0,554.0,"Vermont","BTV",18.0,77.0,0.0,0.0,29.83,233.0
25.0,654.0,"Vermont","BTV",18.0,57.0,8.0,290.0,29.85,242.0
25.0,754.0,"Vermont","BTV",18.0,57.0,6.0,260.0,29.88,250.0
25.0,854.0,"Vermont","BTV",19.0,39.0,8.0,280.0,29.9,258.0
25.0,954.0,"Vermont","BTV",19.0,41.0,9.0,260.0,29.91,264.0
25.0,1054.0,"Vermont","BTV",20.0,40.0,6.0,260.0,29.93,270.0
25.0,1154.0,"Vermont","BTV",21.0,38.0,8.0,290.0,29.93,272.0
25.0,1254.0,"Vermont","BTV",21.0,36.0,7.0,320.0,29.94,273.0
25.0,1354.0,"Vermont","BTV",21.0,36.0,4.0,270.0,29.95,276.0
25.0,1454.0,"Vermont","BTV",21.0,38.0,7.0,350.0,29.94,275.0
25.0,1554.0,"Vermont","BTV",18.0,52.0,10.0,10.0,29.97,285.0
25.0,1654.0,"Vermont","BTV",16.0,54.0,6.0,20.0,29.99,292.0
25.0,1754.0,"Vermont","BTV",14.0,56.0,5.0,10.0,30.0,296.0
25.0,1854.0,"Vermont","BTV",13.0,59.0,0.0,0.0,30.02,301.0
25.0,1954.0,"Vermont","BTV",13.0,67.0,4.0,20.0,30.04,308.0
25.0,2054.0,"Vermont","BTV",11.0,77.0,3.0,340.0,30.06,313.0
25.0,2154.0,"Vermont","BTV",11.0,77.0,4.0,360.0,30.07,318.0
25.0,2254.0,"Vermont","BTV",10.0,80.0,0.0,0.0,30.06,316.0
25.0,2354.0,"Vermont","BTV",11.0,77.0,5.0,10.0,30.06,316.0
26.0,54.0,"Vermont","BTV",11.0,73.0,5.0,10.0,30.06,316.0
26.0,154.0,"Vermont","BTV",11.0,77.0,5.0,350.0,30.06,316.0
26.0,254.0,"Vermont","BTV",11.0,77.0,4.0,340.0,30.06,316.0
26.0,354.0,"Vermont","BTV",11.0,77.0,5.0,350.0,30.05,313.0
26.0,454.0,"Vermont","BTV",12.0,77.0,5.0,360.0,30.06,315.0
26.0,554.0,"Vermont","BTV",12.0,77.0,5.0,360.0,30.06,316.0
26.0,654.0,"Vermont","BTV",12.0,80.0,5.0,340.0,30.07,319.0
26.0,754.0,"Vermont","BTV",13.0,77.0,6.0,350.0,30.07,319.0
26.0,854.0,"Vermont","BTV",13.0,77.0,6.0,360.0,30.06,316.0
26.0,954.0,"Vermont","BTV",14.0,77.0,7.0,350.0,30.08,323.0
26.0,1054.0,"Vermont","BTV",15.0,74.0,5.0,350.0,30.06,314.0
26.0,1154.0,"Vermont","BTV",16.0,80.0,8.0,330.0,30.02,301.0
26.0,1254.0,"Vermont","BTV",15.0,84.0,8.0,330.0,30.0,296.0
26.0,1354.0,"Vermont","BTV",15.0,80.0,10.0,340.0,29.97,285.0
26.0,1454.0,"Vermont","BTV",15.0,84.0,10.0,350.0,29.97,284.0
26.0,1554.0,"Vermont","BTV",15.0,84.0,10.0,350.0,29.96,281.0
26.0,1654.0,"Vermont","BTV",15.0,84.0,9.0,350.0,29.96,279.0
26.0,1754.0,"Vermont","BTV",15.0,88.0,7.0,350.0,29.93,271.0
26.0,1854.0,"Vermont","BTV",15.0,88.0,8.0,350.0,29.91,265.0
26.0,1954.0,"Vermont","BTV",15.0,84.0,9.0,350.0,29.91,262.0
26.0,2054.0,"Vermont","BTV",14.0,84.0,10.0,350.0,29.9,260.0
26.0,2154.0,"Vermont","BTV",13.0,84.0,11.0,340.0,29.89,253.0
26.0,2254.0,"Vermont","BTV",12.0,87.0,9.0,350.0,29.88,252.0
26.0,2354.0,"Vermont","BTV",12.0,84.0,10.0,340.0,29.88,252.0
27.0,54.0,"Vermont","BTV",11.0,88.0,9.0,340.0,29.85,242.0
27.0,154.0,"Vermont","BTV",11.0,88.0,10.0,330.0,29.85,241.0
27.0,254.0,"Vermont","BTV",11.0,84.0,11.0,330.0,29.86,243.0
27.0,354.0,"Vermont","BTV",10.0,87.0,12.0,340.0,29.87,247.0
27.0,454.0,"Vermont","BTV",10.0,84.0,13.0,340.0,29.88,252.0
27.0,554.0,"Vermont","BTV",9.0,84.0,14.0,340.0,29.91,265.0
27.0,654.0,"Vermont","BTV",8.0,87.0,11.0,350.0,29.94,275.0
27.0,754.0,"Vermont","BTV",8.0,83.0,14.0,350.0,29.96,283.0
27.0,854.0,"Vermont","BTV",8.0,83.0,11.0,350.0,29.98,290.0
27.0,954.0,"Vermont","BTV",8.0,80.0,9.0,360.0,30.0,297.0
27.0,1054.0,"Vermont","BTV",8.0,83.0,10.0,340.0,30.0,295.0
27.0,1154.0,"Vermont","BTV",9.0,77.0,12.0,350.0,29.99,293.0
27.0,1254.0,"Vermont","BTV",10.0,73.0,10.0,330.0,29.99,291.0
27.0,1354.0,"Vermont","BTV",11.0,67.0,9.0,330.0,29.98,290.0
27.0,1454.0,"Vermont","BTV",12.0,61.0,13.0,330.0,30.0,297.0
27.0,1554.0,"Vermont","BTV",11.0,56.0,12.0,320.0,30.03,305.0
27.0,1654.0,"Vermont","BTV",7.0,55.0,8.0,340.0,30.04,310.0
27.0,1754.0,"Vermont","BTV",8.0,52.0,8.0,320.0,30.07,319.0
27.0,1854.0,"Vermont","BTV",7.0,55.0,10.0,310.0,30.09,325.0
27.0,1954.0,"Vermont","BTV",7.0,52.0,12.0,310.0,30.1,330.0
27.0,2054.0,"Vermont","BTV",7.0,52.0,5.0,300.0,30.11,332.0
27.0,2154.0,"Vermont","BTV",7.0,55.0,8.0,300.0,30.11,332.0
27.0,2254.0,"Vermont","BTV",6.0,54.0,4.0,280.0,30.1,329.0
27.0,2354.0,"Vermont","BTV",4.0,63.0,3.0,80.0,30.08,324.0
28.0,54.0,"Vermont","BTV",0.0,79.0,0.0,0.0,30.07,319.0
28.0,154.0,"Vermont","BTV",1.0,75.0,0.0,0.0,30.06,316.0
28.0,254.0,"Vermont","BTV",1.0,75.0,0.0,0.0,30.06,317.0
28.0,354.0,"Vermont","BTV",3.0,76.0,0.0,0.0,30.05,314.0
